Offset(P)            #Ptr   #Hnd Access Name
0x00009a077f6deee0  32766      1 RW---- \Device\HarddiskVolume1\Boot\BCD.LOG
0x00009a077f6df200  32759      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SOFTWARE.LOG2
0x00009a077f6df390     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\win32kbase.sys
0x00009a077f6dfb60  32391      1 RW---- \Device\HarddiskVolume1\Boot\BCD
0x00009a077f6dfcf0  32758      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SYSTEM.LOG2
0x00009a077f6e01a0  32719      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SYSTEM.LOG1
0x00009a077f6e0970     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x00009a077f6e0e20  32767      1 RW--w- \Device\HarddiskVolume2\swapfile.sys
0x00009a077f6e12d0  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a077f6e1910     17      0 R--r-d \Device\HarddiskVolume2\Windows\System32\csrss.exe
0x00009a077feca7e0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a077fefb2e0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wldp.dll
0x00009a077feff610      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\negoexts.dll
0x00009a077feff7a0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a077feffac0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cryptbase.dll
0x00009a077feffc50  32384      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SAM
0x00009a077ff29270     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\gmsaclient.dll
0x00009a077ff29400     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netlogon.dll
0x00009a077ff2a530      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cloudAP.dll
0x00009a077ff2a850     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\logoncli.dll
0x00009a077ff2be30      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\IPHLPAPI.DLL
0x00009a077ff2d410      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wdigest.dll
0x00009a077ff2e220     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_28591.NLS
0x00009a077ff2e3b0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\schannel.dll
0x00009a077ff4a270     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ntmarta.dll
0x00009a077ff4d790     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wdi.dll
0x00009a077ff4dc40      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fontdrvhost.exe
0x00009a077ff4e8c0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\umpo.dll
0x00009a077ff4ed70      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\umpoext.dll
0x00009a077ff4f9f0     30      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a077ff501c0  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a077ff50350      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fontdrvhost.exe
0x00009a077ff504e0  32713      1 ------ \Device\DeviceApi\CMApi
0x00009a077ff517a0     16      0 R--r-d \Device\HarddiskVolume2\Windows\Fonts\vgasys.fon
0x00009a077ffa02e0  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM.blf
0x00009a077ffa0600  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000001.regtrans-ms
0x00009a077ffa0920  32768      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM
0x00009a077ffa0ab0  32769      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM
0x00009a077ffa0c40  32743      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG1
0x00009a077ffa10f0  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a077ffa1410     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\RpcEpMap.dll
0x00009a077ffa18c0  32758      1 ------ \Device\Afd\Endpoint
0x00009a077ffa1a50  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000002.regtrans-ms
0x00009a077ffa1be0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a077ffa2220     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\RpcRtRemote.dll
0x00009a077ffa23b0  32766      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-2c4-0
0x00009a077ffa2540  32767      1 ------ \Device\Afd\Endpoint
0x00009a077ffa26d0     14      0 R--r-d \Device\HarddiskVolume2\Windows\Fonts\marlett.ttf
0x00009a077ffa2860  32758      1 ------ \Device\Afd\Endpoint
0x00009a077ffa29f0  32380      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT
0x00009a077ffa2b80  32767      1 ------ \Device\Afd\Endpoint
0x00009a077ffa2ea0  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a077ffba9e0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wer.dll
0x00009a077ffbcab0  32767      1 ------ \Device\NamedPipe\LSM_API_service
0x00009a077ffbe860     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sysntfy.dll
0x00009a077ffc0160     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dwm.exe
0x00009a07808cd940  31606      1 ------ \Device\DeviceApi\CMApi
0x00009a07808cddf0  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07808ce110     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07808ce2a0  32386      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT
0x00009a07808cf560  32329      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\BBI
0x00009a07808d0500  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a07808d0820      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\svchost.exe
0x00009a07808d09b0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ncbservice.dll
0x00009a07808d0b40  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a07808d0e60      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SystemEventsBrokerClient.dll
0x00009a07808d1180     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dsrole.dll
0x00009a07808d1310  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\propsys.dll.mui
0x00009a07808d14a0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\taskschd.dll
0x00009a07808d17c0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nlaapi.dll
0x00009a07808d1ae0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\termsrv.dll
0x00009a07808d1c70      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07808d1e00  32737      1 ------ \Device\DeviceApi\CMApi
0x00009a07808d22b0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x00009a07808d2760     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dwmghost.dll
0x00009a07808d2a80      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\lsmproxy.dll
0x00009a07808d2da0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x00009a07808d3250     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\usermgrcli.dll
0x00009a07808d3570      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\svchost.exe
0x00009a07808d3a20      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\bi.dll
0x00009a07808d3bb0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netprofm.dll
0x00009a07808d3ed0  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07808d41f0  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07808d4380  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07808d4510     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\httpprxc.dll
0x00009a07808d4830  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x00009a07808d4ce0  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07808d4e70  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07808d5190  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07808d54b0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x00009a07808d5640      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ubpm.dll
0x00009a07808d57d0  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07808d5af0  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07808d5c80  32765      1 ------ \Device\Afd\Endpoint
0x00009a07808d5e10      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\svchost.exe
0x00009a07808d62c0  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a07808d6450      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wmiclnt.dll
0x00009a07808d65e0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\schedsvc.dll
0x00009a07808d6770      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\DXCore.dll
0x00009a07808d6900  32769      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{fbf27eb0-f6b6-11eb-8d32-b04e0b1f7489}.TM
0x00009a07808d6a90      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\taskcomp.dll
0x00009a07808d70d0      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\svchost.exe
0x00009a07808d7260  32783      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\termsrv.dll.mui
0x00009a07808d73f0  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07808d7580  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a07808d7710     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\profsvc.dll
0x00009a07808d7a30  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07808d7d50  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a07808d8200  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{fbf27eb0-f6b6-11eb-8d32-b04e0b1f7489}.TMContainer00000000000000000001.regtrans-ms
0x00009a07808d8390  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a07808d86b0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\vmbuspipe.dll
0x00009a07808d89d0  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{fbf27eb0-f6b6-11eb-8d32-b04e0b1f7489}.TM.blf
0x00009a07808d8b60     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07808d8cf0      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\svchost.exe
0x00009a07808d91a0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07808d9650  32768      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{fbf27eb0-f6b6-11eb-8d32-b04e0b1f7489}.TM
0x00009a07808d97e0  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07808d9970      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\svchost.exe
0x00009a07808d9e20  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07809e9360  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07809ee630  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07809ef120      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\container.dll
0x00009a07809ef2b0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\twinapi.appcore.dll
0x00009a07809ef440      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WindowsCodecs.dll
0x00009a07809ef760  32758      1 ------ \Device\Afd\Endpoint
0x00009a07809efa80  32764      1 ------ \Device\DeviceApi\CMNotify
0x00009a07809efda0  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07809f00c0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\umb.dll
0x00009a07809f0250      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\svchost.exe
0x00009a07809f03e0  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a07809f0700  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07809f0890  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x00009a07809f0a20  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07809f0bb0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\UIAnimation.dll
0x00009a07809f0d40     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07809f11f0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\usermgr.dll
0x00009a07809f1380  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07809f1510     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nsisvc.dll
0x00009a07809f16a0  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07809f1b50  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07809f2320  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a07809f24b0  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07809f2640  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x00009a07809f2af0  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07809f2c80      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\DispBroker.Desktop.dll
0x00009a07809f2e10  32767      1 ------ \Device\Afd\Endpoint
0x00009a07809f3130  32767      1 ------ \Device\Afd\Endpoint
0x00009a07809f35e0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\policymanager.dll
0x00009a07809f3770  32710      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\System.evtx
0x00009a07809f3a90     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fveui.dll
0x00009a07809f4260  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Key Management Service.evtx
0x00009a07809f43f0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\coloradapterclient.dll
0x00009a07809f4580  32781      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Windows PowerShell.evtx
0x00009a07809f4a30     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\dnsapi.dll.mui
0x00009a07809f4bc0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\fveui.dll.mui
0x00009a07809f4d50  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07809f4ee0  32766      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Security.evtx
0x00009a07809f56b0  32763      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Application.evtx
0x00009a07809f5cf0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\ci.dll.mui
0x00009a07809f5e80      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mscms.dll
0x00009a07809f61a0  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Internet Explorer.evtx
0x00009a07809f6330  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\HardwareEvents.evtx
0x00009a07809f6650     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\TimeBrokerServer.dll
0x00009a07809f67e0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\OneCoreUAPCommonProxyStub.dll
0x00009a07809f6970      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ci.dll
0x00009a0780a95bf0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0780a97b30      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\webauthn.dll
0x00009a0780a97cc0  32794      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-WebAuthN%4Operational.evtx
0x00009a0780a992a0  32794      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-StorageSpaces-Driver%4Operational.evtx
0x00009a0780a99a70  32794      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Ntfs%4WHC.evtx
0x00009a0780a9be60  32758      1 ------ \Device\Afd\Endpoint
0x00009a0780a9c4a0  32769      1 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\GPUCache\data_3
0x00009a0780a9ebb0  32755      1 R--rwd \Device\HarddiskVolume2\Windows\System32
0x00009a0780aa04b0  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Errors.evtx
0x00009a0780aa0640  32713      1 ------ \Device\DeviceApi\CMApi
0x00009a0780aa4330     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dhcpcore6.dll
0x00009a0780ab9530      1      0 RW-rwd \Device\HarddiskVolume2\$PrepareToShrinkFileSize
0x00009a0780abac30      1      0 RW-rwd \Device\HarddiskVolume2\$PrepareToShrinkFileSize
0x00009a0780abb7b0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\luafv.sys
0x00009a0780abc1c0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\rdpdr.sys
0x00009a0780abc8f0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\cldflt.sys
0x00009a0780abd8c0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\wcifs.sys
0x00009a0780abe2d0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0780abece0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\storqosflt.sys
0x00009a0780abfcb0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\bindflt.sys
0x00009a0780ac4600     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\tsusbhub.sys
0x00009a0780c13290     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\taskhostw.exe
0x00009a0780c13740  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a0780c13bf0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\themeservice.dll
0x00009a0780c14230  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a0780c15cc0  32749      1 ------ \Device\Afd\Endpoint
0x00009a0780c16620      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nlasvc.dll
0x00009a0780c167b0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x00009a0780c16df0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dhcpcsvc.dll
0x00009a0780c18240     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\DispBroker.dll
0x00009a0780c183d0  32767      1 ------ \Device\NamedPipe\TermSrv_API_service
0x00009a0780c18a10      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Windows.Graphics.dll
0x00009a0780c1aae0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\MMDevAPI.dll
0x00009a0780c1b2b0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FntCache.dll
0x00009a0780c1bda0  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a0780c1c570  32759      1 ------ \Device\DeviceApi\CMApi
0x00009a0780c1c700      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\AudioSrvPolicyManager.dll
0x00009a0780c1cd40      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FontProvider.dll
0x00009a0780c1ced0  32771      1 RW-r-d \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\~FontCache-System.dat
0x00009a0780c1f5e0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0780c1f900      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\svchost.exe
0x00009a0780c20a30  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x00009a0780c20d50  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\svchost.exe.mui
0x00009a0780c21390     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dsparse.dll
0x00009a0780c224c0      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\svchost.exe
0x00009a0780d1fb90  32769      1 RWD--- \Device\clfs\SystemRoot\System32\Config\TxR\{53b39e3d-18c4-11ea-a811-000d3aa4692b}.TxR
0x00009a0780d35290  32554      1 ------ \Device\NamedPipe\wkssvc
0x00009a0780f0f2b0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dps.dll
0x00009a0780f9c2a0  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\TxR\{53b39e3d-18c4-11ea-a811-000d3aa4692b}.TxR.1.regtrans-ms
0x00009a0780f9e970  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\TxR\{53b39e3d-18c4-11ea-a811-000d3aa4692b}.TxR.0.regtrans-ms
0x00009a0780f9eae0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\srv2.sys
0x00009a0780f9f0a0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\Ndu.sys
0x00009a0780f9f380     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\mmcss.sys
0x00009a0780fa01e0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\srvnet.sys
0x00009a0780fa0bf0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\PEAuth.sys
0x00009a0780fa11b0  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\TxR\{53b39e3d-18c4-11ea-a811-000d3aa4692b}.TxR.2.regtrans-ms
0x00009a0780fa4290     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\tcpipreg.sys
